,Date,Public Transport Route,Station,Weather Condition,Time of Day,Delay Due to Weather (minutes),Temperature (°C),Rainfall (mm),Wind Speed (km/h),Humidity (%)
31110,2022-05-11 17:00:00,Tram,New Addington,Clear,Off-Peak,10,17,3,36,87
31111,2022-05-11 18:00:00,DLR,Tower Gateway,Wind,Rush Hour,10,5,45,38,97
31112,2022-05-11 19:00:00,Tube,Baker Street,Snow,Rush Hour,10,23,32,11,61
31113,2022-05-11 20:00:00,Train,Victoria,Rain,Rush Hour,15,0,36,36,49
31114,2022-05-11 21:00:00,Bus,King's Cross,Ice,Off-Peak,35,10,42,13,54
31115,2022-05-11 22:00:00,DLR,Poplar,Snow,Off-Peak,25,28,29,19,87
31116,2022-05-11 23:00:00,Tram,Addiscombe,Snow,Off-Peak,35,31,46,40,46
31117,2022-05-12 00:00:00,Tube,Waterloo,Snow,Off-Peak,10,5,19,17,41
31118,2022-05-12 01:00:00,Bus,Tottenham Court Road,Rain,Off-Peak,15,5,13,9,41
31119,2022-05-12 02:00:00,Tube,Leicester Square,Fog,Off-Peak,40,19,26,16,59
31120,2022-05-12 03:00:00,Tram,New Addington,Snow,Rush Hour,25,13,12,4,46
31121,2022-05-12 04:00:00,Train,Waterloo,Ice,Rush Hour,40,26,6,27,88
31122,2022-05-12 05:00:00,Bus,Tottenham Court Road,Fog,Rush Hour,35,2,17,36,68
31123,2022-05-12 06:00:00,DLR,Stratford,Fog,Off-Peak,20,6,37,32,44
31124,2022-05-12 07:00:00,Tram,Beckenham Junction,Snow,Off-Peak,35,29,38,37,95
31125,2022-05-12 08:00:00,Tube,Oxford Circus,Wind,Off-Peak,30,0,8,20,43
31126,2022-05-12 09:00:00,Bus,Liverpool Street,Clear,Off-Peak,10,15,22,38,79
31127,2022-05-12 10:00:00,Bus,Victoria,Rain,Off-Peak,15,20,30,27,53
31129,2022-05-12 11:00:00,No Service,Baker Street,Ice,Off-Peak,35,-5,1,0,84
31130,2022-05-12 12:00:00,No Service,Bank,Ice,Off-Peak,35,11,39,2,40
31131,2022-05-12 13:00:00,No Service,Piccadilly Circus,Clear,Off-Peak,10,29,37,12,55
31132,2022-05-12 14:00:00,No Service,Elmers End,Ice,Off-Peak,50,21,40,25,63
31133,2022-05-12 15:00:00,Tube,Baker Street,Snow,Off-Peak,20,-4,38,40,63
31134,2022-05-12 16:00:00,Tram,New Addington,Fog,Off-Peak,40,30,4,5,41
31135,2022-05-12 17:00:00,Train,Paddington,Fog,Rush Hour,15,-5,22,24,53
31136,2022-05-12 18:00:00,DLR,Stratford,Snow,Rush Hour,25,4,48,34,43
31137,2022-05-12 19:00:00,Tram,New Addington,Wind,Rush Hour,25,25,31,18,54
31138,2022-05-12 20:00:00,Tram,Beckenham Junction,Snow,Off-Peak,35,31,38,36,41
31139,2022-05-12 21:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,15,-1,15,34,90
31140,2022-05-12 22:00:00,DLR,Shadwell,Ice,Off-Peak,25,7,10,21,64
31141,2022-05-12 23:00:00,Tube,Leicester Square,Ice,Off-Peak,25,18,13,36,97
31142,2022-05-13 00:00:00,Tube,Baker Street,Ice,Off-Peak,35,21,2,10,75
31143,2022-05-13 01:00:00,Bus,Liverpool Street,Clear,Off-Peak,10,-5,7,24,88
31144,2022-05-13 02:00:00,Train,London Bridge,Ice,Rush Hour,40,14,14,25,72
31145,2022-05-13 03:00:00,Tube,Baker Street,Wind,Rush Hour,20,2,8,9,41
31146,2022-05-13 04:00:00,Tube,Piccadilly Circus,Clear,Rush Hour,0,-3,15,27,66
31147,2022-05-13 05:00:00,Train,Euston,Fog,Off-Peak,25,26,25,18,94
31148,2022-05-13 06:00:00,Bus,Victoria,Fog,Off-Peak,35,19,31,18,48
31149,2022-05-13 07:00:00,Bus,Liverpool Street,Clear,Off-Peak,10,19,17,35,40
31150,2022-05-13 08:00:00,Train,Euston,Rain,Off-Peak,5,8,7,17,92
31151,2022-05-13 09:00:00,DLR,Bank,Clear,Off-Peak,0,21,38,25,99
31152,2022-05-13 10:00:00,No Service,Poplar,Ice,Off-Peak,25,26,31,7,97
31153,2022-05-13 11:00:00,No Service,South Wimbledon,Ice,Off-Peak,50,21,9,4,82
31154,2022-05-13 12:00:00,No Service,Victoria,Snow,Off-Peak,30,-2,11,7,49
31155,2022-05-13 13:00:00,No Service,South Wimbledon,Rain,Off-Peak,10,33,11,29,54
31156,2022-05-13 14:00:00,No Service,Piccadilly Circus,Snow,Off-Peak,10,5,9,7,78
31157,2022-05-13 15:00:00,Train,King's Cross,Snow,Off-Peak,40,-3,33,35,46
31158,2022-05-13 16:00:00,Tram,Wimbledon,Wind,Off-Peak,25,19,29,9,84
31159,2022-05-13 17:00:00,Train,Victoria,Snow,Rush Hour,40,18,43,26,40
31160,2022-05-13 18:00:00,Tram,Elmers End,Snow,Rush Hour,25,3,30,40,54
31161,2022-05-13 19:00:00,Bus,Liverpool Street,Wind,Rush Hour,15,2,37,14,40
31162,2022-05-13 20:00:00,Tram,Beckenham Junction,Ice,Off-Peak,50,33,24,19,45
31163,2022-05-13 21:00:00,Tram,Beckenham Junction,Rain,Off-Peak,20,25,23,37,60
31164,2022-05-13 22:00:00,DLR,Canary Wharf,Rain,Off-Peak,15,11,32,17,65
31165,2022-05-13 23:00:00,Tube,Oxford Circus,Ice,Off-Peak,35,25,8,38,46
31166,2022-05-14 00:00:00,Tram,Beckenham Junction,Rain,Off-Peak,10,-2,24,11,87
31167,2022-05-14 01:00:00,Tube,Waterloo,Rain,Off-Peak,15,-2,19,17,69
31168,2022-05-14 02:00:00,DLR,Tower Gateway,Rain,Rush Hour,15,31,47,34,72
31169,2022-05-14 03:00:00,Train,London Bridge,Fog,Rush Hour,15,2,16,37,56
31170,2022-05-14 04:00:00,Train,Victoria,Rain,Rush Hour,15,0,5,26,90
31171,2022-05-14 05:00:00,Tube,Leicester Square,Snow,Off-Peak,20,3,35,7,78
31172,2022-05-14 06:00:00,Train,King's Cross,Fog,Off-Peak,25,2,40,34,76
31173,2022-05-14 07:00:00,Tram,Wimbledon,Clear,Off-Peak,0,26,19,31,78
31174,2022-05-14 08:00:00,Tram,New Addington,Clear,Off-Peak,0,9,25,8,83
31175,2022-05-14 09:00:00,Tram,Wimbledon,Clear,Off-Peak,10,12,39,7,48
31176,2022-05-14 10:00:00,No Service,Baker Street,Wind,Off-Peak,30,17,49,7,82
31178,2022-05-14 11:00:00,No Service,Piccadilly Circus,Clear,Off-Peak,0,-1,11,0,43
31179,2022-05-14 12:00:00,No Service,King's Cross,Rain,Off-Peak,5,21,6,24,83
31180,2022-05-14 13:00:00,No Service,Canary Wharf,Wind,Off-Peak,10,27,39,6,94
31181,2022-05-14 14:00:00,Tube,Piccadilly Circus,Wind,Off-Peak,20,-4,29,31,56
31182,2022-05-14 15:00:00,Train,Clapham Junction,Ice,Off-Peak,30,32,21,9,43
31183,2022-05-14 16:00:00,Train,Victoria,Fog,Rush Hour,15,22,41,35,83
31184,2022-05-14 17:00:00,Tube,Green Park,Rain,Rush Hour,5,18,28,21,87
31185,2022-05-14 18:00:00,Train,Paddington,Clear,Rush Hour,0,15,21,16,97
31186,2022-05-14 19:00:00,Bus,Liverpool Street,Rain,Off-Peak,5,25,23,10,80
31187,2022-05-14 20:00:00,Tram,Elmers End,Wind,Off-Peak,25,5,2,40,40
31188,2022-05-14 21:00:00,Tube,Leicester Square,Rain,Off-Peak,15,22,49,15,86
31189,2022-05-14 22:00:00,DLR,Lewisham,Clear,Off-Peak,10,34,40,24,49
31190,2022-05-14 23:00:00,Bus,Soho,Wind,Off-Peak,25,-2,23,29,84
31191,2022-05-15 00:00:00,Tube,Waterloo,Ice,Off-Peak,25,10,25,11,86
31192,2022-05-15 01:00:00,Train,London Bridge,Snow,Rush Hour,30,6,4,40,60
31193,2022-05-15 02:00:00,DLR,Lewisham,Clear,Rush Hour,0,16,12,25,95
31194,2022-05-15 03:00:00,Train,Victoria,Rain,Rush Hour,15,29,36,25,95
31195,2022-05-15 04:00:00,DLR,Lewisham,Snow,Off-Peak,15,10,21,11,71
31196,2022-05-15 05:00:00,Tram,New Addington,Rain,Off-Peak,20,18,33,30,69
31197,2022-05-15 06:00:00,DLR,Lewisham,Ice,Off-Peak,35,29,38,25,50
31198,2022-05-15 07:00:00,Train,Victoria,Fog,Off-Peak,15,22,2,37,94
31199,2022-05-15 08:00:00,DLR,Canary Wharf,Fog,Off-Peak,30,23,31,27,88
31200,2022-05-15 09:00:00,No Service,New Addington,Snow,Off-Peak,25,15,23,5,59
31201,2022-05-15 10:00:00,No Service,Baker Street,Fog,Off-Peak,40,19,8,0,79
31202,2022-05-15 11:00:00,No Service,Poplar,Clear,Off-Peak,10,33,2,1,95
31205,2022-05-15 12:00:00,Tube,Green Park,Snow,Off-Peak,20,25,21,26,93
31206,2022-05-15 13:00:00,Tram,Beckenham Junction,Fog,Off-Peak,40,9,23,7,88
31207,2022-05-15 14:00:00,DLR,Lewisham,Rain,Rush Hour,5,29,37,9,67
31208,2022-05-15 15:00:00,Tram,Wimbledon,Fog,Rush Hour,30,32,9,8,48
31209,2022-05-15 16:00:00,DLR,Bank,Fog,Rush Hour,20,16,34,10,85
31210,2022-05-15 17:00:00,DLR,Poplar,Snow,Off-Peak,25,-1,19,3,92
31211,2022-05-15 18:00:00,Train,Paddington,Ice,Off-Peak,30,7,40,29,98
31212,2022-05-15 19:00:00,Bus,Waterloo,Clear,Off-Peak,10,26,43,36,100
31213,2022-05-15 20:00:00,Bus,Tottenham Court Road,Clear,Off-Peak,10,-3,11,38,93
31214,2022-05-15 21:00:00,Train,King's Cross,Snow,Off-Peak,30,9,47,26,59
31215,2022-05-15 22:00:00,Tram,South Wimbledon,Wind,Off-Peak,15,21,42,16,45
31216,2022-05-15 23:00:00,Tube,Waterloo,Rain,Rush Hour,15,21,11,8,90
31217,2022-05-16 00:00:00,Tram,East Croydon,Snow,Rush Hour,25,24,16,5,64
31218,2022-05-16 01:00:00,Bus,Soho,Snow,Rush Hour,20,0,3,28,76
31220,2022-05-16 02:00:00,Bus,Victoria,Rain,Off-Peak,5,19,41,4,46
31221,2022-05-16 03:00:00,DLR,Poplar,Fog,Off-Peak,30,22,48,0,47
31224,2022-05-16 04:00:00,No Service,New Addington,Fog,Off-Peak,40,16,7,17,75
31225,2022-05-16 05:00:00,No Service,Beckenham Junction,Clear,Off-Peak,10,-2,6,13,46
31226,2022-05-16 06:00:00,No Service,Oxford Circus,Wind,Off-Peak,20,9,17,11,59
31228,2022-05-16 07:00:00,No Service,Oxford Circus,Rain,Off-Peak,5,20,25,3,44
31229,2022-05-16 08:00:00,Tram,Elmers End,Fog,Off-Peak,40,12,30,7,95
31230,2022-05-16 09:00:00,Tube,Piccadilly Circus,Wind,Off-Peak,30,3,7,5,76
31231,2022-05-16 10:00:00,Tube,Leicester Square,Wind,Rush Hour,30,-2,33,19,91
31232,2022-05-16 11:00:00,DLR,Tower Gateway,Snow,Rush Hour,25,-1,45,22,40
31233,2022-05-16 12:00:00,DLR,Shadwell,Ice,Rush Hour,35,0,15,16,46
31234,2022-05-16 13:00:00,DLR,Tower Gateway,Wind,Off-Peak,10,6,19,0,62
31235,2022-05-16 14:00:00,Tube,Baker Street,Snow,Off-Peak,10,25,9,38,76
31236,2022-05-16 15:00:00,Train,Euston,Rain,Off-Peak,15,3,49,37,67
31237,2022-05-16 16:00:00,DLR,Stratford,Snow,Off-Peak,15,1,4,13,76
31238,2022-05-16 17:00:00,DLR,Poplar,Fog,Off-Peak,20,23,47,1,87
31239,2022-05-16 18:00:00,Tube,Baker Street,Snow,Off-Peak,20,8,10,15,45
31240,2022-05-16 19:00:00,Bus,Waterloo,Ice,Rush Hour,35,14,50,25,96
31241,2022-05-16 20:00:00,DLR,Tower Gateway,Fog,Rush Hour,20,26,37,10,82
31242,2022-05-16 21:00:00,Tram,Addiscombe,Rain,Rush Hour,20,16,38,32,66
31243,2022-05-16 22:00:00,Tube,Baker Street,Clear,Off-Peak,10,30,21,12,47
31244,2022-05-16 23:00:00,Train,Victoria,Wind,Off-Peak,20,12,10,26,95
31245,2022-05-17 00:00:00,Tube,Baker Street,Wind,Off-Peak,20,34,17,11,95
31246,2022-05-17 01:00:00,Tube,Green Park,Clear,Off-Peak,0,19,17,36,73
31247,2022-05-17 02:00:00,Bus,King's Cross,Fog,Off-Peak,25,25,30,2,76
31248,2022-05-17 03:00:00,No Service,Canary Wharf,Fog,Off-Peak,30,29,19,3,80
31249,2022-05-17 04:00:00,No Service,Victoria,Fog,Off-Peak,25,20,22,14,65
31250,2022-05-17 05:00:00,No Service,Poplar,Snow,Off-Peak,25,-2,39,27,44
31251,2022-05-17 06:00:00,No Service,Waterloo,Rain,Off-Peak,5,14,9,13,86
31252,2022-05-17 07:00:00,No Service,East Croydon,Clear,Off-Peak,10,28,16,23,59
31253,2022-05-17 08:00:00,Tube,Leicester Square,Ice,Off-Peak,35,6,40,40,43
31254,2022-05-17 09:00:00,Tube,Waterloo,Snow,Off-Peak,20,10,44,5,58
31255,2022-05-17 10:00:00,Tube,Leicester Square,Snow,Rush Hour,10,-1,7,10,95
31256,2022-05-17 11:00:00,Tube,Piccadilly Circus,Clear,Rush Hour,0,29,30,28,44
31257,2022-05-17 12:00:00,Train,Victoria,Wind,Rush Hour,10,21,48,15,76
31258,2022-05-17 13:00:00,Tube,Green Park,Wind,Off-Peak,30,-5,47,12,40
31259,2022-05-17 14:00:00,Train,Waterloo,Rain,Off-Peak,5,28,47,10,81
31260,2022-05-17 15:00:00,Tube,Waterloo,Snow,Off-Peak,20,26,39,33,49
31261,2022-05-17 16:00:00,Train,Clapham Junction,Ice,Off-Peak,30,33,25,17,47
31262,2022-05-17 17:00:00,Tube,Oxford Circus,Wind,Off-Peak,30,27,41,40,89
31263,2022-05-17 18:00:00,Tube,Green Park,Clear,Off-Peak,0,25,43,9,95
31264,2022-05-17 19:00:00,Tram,East Croydon,Wind,Rush Hour,25,7,49,38,50
31265,2022-05-17 20:00:00,Tram,East Croydon,Snow,Rush Hour,25,-4,8,35,44
31266,2022-05-17 21:00:00,Train,Waterloo,Clear,Rush Hour,0,24,31,29,93
31267,2022-05-17 22:00:00,Tram,East Croydon,Clear,Off-Peak,10,4,22,14,56
31268,2022-05-17 23:00:00,DLR,Canary Wharf,Wind,Off-Peak,20,17,31,17,63
31269,2022-05-18 00:00:00,Train,Waterloo,Rain,Off-Peak,15,27,35,28,83
31270,2022-05-18 01:00:00,Train,Victoria,Fog,Off-Peak,15,33,4,28,81
31271,2022-05-18 02:00:00,Tube,Piccadilly Circus,Rain,Off-Peak,5,23,47,21,83
31272,2022-05-18 03:00:00,No Service,South Wimbledon,Clear,Off-Peak,0,24,0,22,89
31273,2022-05-18 04:00:00,No Service,Oxford Circus,Fog,Off-Peak,25,28,49,28,45
31275,2022-05-18 05:00:00,No Service,Piccadilly Circus,Fog,Off-Peak,40,33,49,5,65
31276,2022-05-18 06:00:00,No Service,Waterloo,Rain,Off-Peak,5,11,30,37,42
31277,2022-05-18 07:00:00,Tram,Beckenham Junction,Ice,Off-Peak,40,16,30,23,82
31278,2022-05-18 08:00:00,Bus,Waterloo,Snow,Off-Peak,20,-1,50,4,56
31279,2022-05-18 09:00:00,Bus,King's Cross,Rain,Rush Hour,5,5,8,40,75
31280,2022-05-18 10:00:00,Tram,Elmers End,Clear,Rush Hour,10,16,32,22,94
31281,2022-05-18 11:00:00,Train,Paddington,Snow,Rush Hour,40,26,34,33,95
31282,2022-05-18 12:00:00,Bus,Oxford Circus,Ice,Off-Peak,45,18,25,11,47
31283,2022-05-18 13:00:00,Tube,Green Park,Wind,Off-Peak,30,5,1,10,48
31284,2022-05-18 14:00:00,Tram,Beckenham Junction,Snow,Off-Peak,25,5,33,2,95
31285,2022-05-18 15:00:00,Tram,Addiscombe,Rain,Off-Peak,10,11,16,23,94
31286,2022-05-18 16:00:00,Tube,Leicester Square,Wind,Off-Peak,20,26,5,28,83
31287,2022-05-18 17:00:00,Bus,Oxford Circus,Snow,Off-Peak,20,13,36,40,62
31288,2022-05-18 18:00:00,Train,Victoria,Wind,Rush Hour,20,21,30,30,59
31289,2022-05-18 19:00:00,Train,Clapham Junction,Snow,Rush Hour,30,26,27,7,76
31290,2022-05-18 20:00:00,Tube,Piccadilly Circus,Ice,Rush Hour,35,19,20,1,54
31291,2022-05-18 21:00:00,DLR,Poplar,Ice,Off-Peak,25,22,10,28,53
31292,2022-05-18 22:00:00,DLR,Canary Wharf,Rain,Off-Peak,15,34,40,36,61
31293,2022-05-18 23:00:00,Tram,East Croydon,Fog,Off-Peak,30,21,35,15,82
31294,2022-05-19 00:00:00,Bus,Victoria,Ice,Off-Peak,45,8,38,40,82
31295,2022-05-19 01:00:00,Bus,Waterloo,Fog,Off-Peak,35,33,44,7,54
31297,2022-05-19 02:00:00,No Service,Oxford Circus,Ice,Off-Peak,25,-4,47,35,87
31298,2022-05-19 03:00:00,No Service,Victoria,Fog,Off-Peak,35,11,26,13,83
31299,2022-05-19 04:00:00,No Service,Green Park,Rain,Off-Peak,15,-5,19,11,76
31300,2022-05-19 05:00:00,No Service,Soho,Fog,Off-Peak,35,26,48,26,87
31301,2022-05-19 06:00:00,Tube,Baker Street,Fog,Off-Peak,50,13,19,18,51
31302,2022-05-19 07:00:00,Train,Paddington,Clear,Off-Peak,0,8,1,12,60
31303,2022-05-19 08:00:00,Train,King's Cross,Rain,Rush Hour,5,25,36,28,79
31304,2022-05-19 09:00:00,Train,Waterloo,Clear,Rush Hour,10,12,26,2,47
31305,2022-05-19 10:00:00,DLR,Stratford,Clear,Rush Hour,0,8,17,7,61
31306,2022-05-19 11:00:00,DLR,Poplar,Rain,Off-Peak,15,8,12,13,86
31307,2022-05-19 12:00:00,Bus,Tottenham Court Road,Clear,Off-Peak,0,18,17,6,79
31308,2022-05-19 13:00:00,Bus,King's Cross,Wind,Off-Peak,15,-1,10,3,46
31309,2022-05-19 14:00:00,Tram,South Wimbledon,Ice,Off-Peak,40,10,13,20,100
31310,2022-05-19 15:00:00,Tram,Wimbledon,Ice,Off-Peak,40,-1,43,11,77
31311,2022-05-19 16:00:00,Bus,King's Cross,Fog,Off-Peak,25,7,3,30,92
31312,2022-05-19 17:00:00,Tube,Piccadilly Circus,Clear,Rush Hour,0,10,38,8,87
31313,2022-05-19 18:00:00,Bus,Liverpool Street,Ice,Rush Hour,35,9,12,6,43
31314,2022-05-19 19:00:00,Tube,Kings Cross St Pancras,Fog,Rush Hour,50,25,18,34,96
31315,2022-05-19 20:00:00,Train,Paddington,Snow,Off-Peak,40,-1,42,39,45
31316,2022-05-19 21:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,15,15,38,10,90
31317,2022-05-19 22:00:00,Bus,Victoria,Wind,Off-Peak,25,24,24,36,69
31318,2022-05-19 23:00:00,Train,Euston,Snow,Off-Peak,40,17,14,1,40
31319,2022-05-20 00:00:00,DLR,Lewisham,Rain,Off-Peak,15,32,50,33,63
31320,2022-05-20 01:00:00,No Service,Waterloo,Fog,Off-Peak,40,23,19,34,71
31321,2022-05-20 02:00:00,No Service,King's Cross,Clear,Off-Peak,10,7,16,37,61
31322,2022-05-20 03:00:00,No Service,Stratford,Clear,Off-Peak,10,26,0,15,95
31325,2022-05-20 04:00:00,Tube,Piccadilly Circus,Wind,Off-Peak,30,21,28,31,88
31326,2022-05-20 05:00:00,DLR,Bank,Ice,Off-Peak,35,28,43,14,95
31327,2022-05-20 06:00:00,Tram,South Wimbledon,Clear,Rush Hour,10,27,18,9,52
31328,2022-05-20 07:00:00,Tram,Wimbledon,Rain,Rush Hour,20,-2,29,11,86
31329,2022-05-20 08:00:00,DLR,Poplar,Fog,Rush Hour,30,12,24,12,83
31330,2022-05-20 09:00:00,Tram,South Wimbledon,Clear,Off-Peak,0,0,27,29,76
31331,2022-05-20 10:00:00,Bus,Victoria,Fog,Off-Peak,25,22,36,21,67
31332,2022-05-20 11:00:00,DLR,Bank,Clear,Off-Peak,10,21,41,6,42
31333,2022-05-20 12:00:00,Train,London Bridge,Rain,Off-Peak,15,20,10,15,45
31334,2022-05-20 13:00:00,Train,Clapham Junction,Wind,Off-Peak,20,14,15,32,41
31335,2022-05-20 14:00:00,Bus,Soho,Clear,Off-Peak,0,7,17,22,74
31336,2022-05-20 15:00:00,Tram,New Addington,Fog,Rush Hour,30,22,40,40,60
31337,2022-05-20 16:00:00,Bus,Tottenham Court Road,Rain,Rush Hour,15,28,8,32,98
31338,2022-05-20 17:00:00,Bus,King's Cross,Clear,Rush Hour,0,17,27,5,60
31339,2022-05-20 18:00:00,DLR,Bank,Wind,Off-Peak,10,4,26,31,86
31340,2022-05-20 19:00:00,Train,Paddington,Rain,Off-Peak,15,24,45,18,70
31341,2022-05-20 20:00:00,Tram,Elmers End,Clear,Off-Peak,10,16,37,35,53
31342,2022-05-20 21:00:00,Tram,Elmers End,Rain,Off-Peak,10,-1,43,29,47
31343,2022-05-20 22:00:00,Tram,Wimbledon,Clear,Off-Peak,10,3,22,2,87
31344,2022-05-20 23:00:00,No Service,East Croydon,Wind,Off-Peak,25,-2,42,36,67
31345,2022-05-21 00:00:00,No Service,Addiscombe,Ice,Off-Peak,40,-5,21,17,81
31346,2022-05-21 01:00:00,No Service,Tower Gateway,Rain,Off-Peak,5,28,3,33,71
31347,2022-05-21 02:00:00,No Service,Waterloo,Rain,Off-Peak,5,20,31,15,55
31349,2022-05-21 03:00:00,Bus,Tottenham Court Road,Ice,Off-Peak,45,12,23,3,84
31350,2022-05-21 04:00:00,Tube,Leicester Square,Rain,Off-Peak,5,10,37,3,76
31351,2022-05-21 05:00:00,DLR,Poplar,Clear,Rush Hour,10,17,49,6,70
31352,2022-05-21 06:00:00,DLR,Canary Wharf,Clear,Rush Hour,0,30,27,17,77
31353,2022-05-21 07:00:00,Bus,Soho,Clear,Rush Hour,0,20,5,36,50
31354,2022-05-21 08:00:00,Bus,Waterloo,Fog,Off-Peak,25,-4,32,34,85
31355,2022-05-21 09:00:00,Tube,Green Park,Snow,Off-Peak,20,-1,30,1,40
31356,2022-05-21 10:00:00,Train,London Bridge,Fog,Off-Peak,15,23,9,4,40
31357,2022-05-21 11:00:00,Bus,Liverpool Street,Fog,Off-Peak,25,-2,11,2,92
31358,2022-05-21 12:00:00,DLR,Lewisham,Ice,Off-Peak,25,29,6,34,78
31359,2022-05-21 13:00:00,DLR,Poplar,Ice,Off-Peak,25,16,23,14,93
31360,2022-05-21 14:00:00,DLR,Tower Gateway,Fog,Rush Hour,20,2,27,15,88
31361,2022-05-21 15:00:00,Bus,Soho,Fog,Rush Hour,25,15,10,26,66
31362,2022-05-21 16:00:00,Tube,Kings Cross St Pancras,Clear,Rush Hour,10,2,31,11,56
31363,2022-05-21 17:00:00,DLR,Bank,Rain,Off-Peak,5,-1,19,4,54
31364,2022-05-21 18:00:00,Train,Victoria,Rain,Off-Peak,5,15,27,2,54
31365,2022-05-21 19:00:00,Tram,Beckenham Junction,Snow,Off-Peak,35,21,0,10,41
31366,2022-05-21 20:00:00,Train,Victoria,Snow,Off-Peak,40,32,26,38,53
31367,2022-05-21 21:00:00,Tram,Addiscombe,Rain,Off-Peak,10,-1,15,5,100
31368,2022-05-21 22:00:00,No Service,Canary Wharf,Wind,Off-Peak,20,15,35,13,63
31369,2022-05-21 23:00:00,No Service,Baker Street,Fog,Off-Peak,40,2,5,22,77
31370,2022-05-22 00:00:00,No Service,Baker Street,Fog,Off-Peak,40,16,9,3,95
31371,2022-05-22 01:00:00,No Service,South Wimbledon,Snow,Off-Peak,35,12,38,15,98
31372,2022-05-22 02:00:00,No Service,Oxford Circus,Fog,Off-Peak,50,-2,43,6,76
31373,2022-05-22 03:00:00,DLR,Lewisham,Ice,Off-Peak,35,-2,18,26,63
31375,2022-05-22 04:00:00,Tube,Leicester Square,Snow,Rush Hour,20,31,9,2,71
31376,2022-05-22 05:00:00,Tram,Elmers End,Clear,Rush Hour,0,9,25,2,61
31377,2022-05-22 06:00:00,Bus,Tottenham Court Road,Rain,Rush Hour,15,32,33,31,51
31378,2022-05-22 07:00:00,DLR,Canary Wharf,Snow,Off-Peak,15,21,40,3,50
31379,2022-05-22 08:00:00,Tube,Waterloo,Ice,Off-Peak,35,15,0,9,88
31380,2022-05-22 09:00:00,DLR,Tower Gateway,Wind,Off-Peak,10,-2,9,0,68
31381,2022-05-22 10:00:00,Train,Clapham Junction,Snow,Off-Peak,30,5,32,17,42
31382,2022-05-22 11:00:00,Train,Paddington,Fog,Off-Peak,15,13,25,29,43
31383,2022-05-22 12:00:00,Tube,Waterloo,Rain,Off-Peak,5,13,33,27,58
31384,2022-05-22 13:00:00,Tram,Elmers End,Rain,Rush Hour,20,21,36,15,74
31385,2022-05-22 14:00:00,Tram,East Croydon,Wind,Rush Hour,15,34,48,21,51
31386,2022-05-22 15:00:00,Tube,Kings Cross St Pancras,Rain,Rush Hour,5,22,12,29,49
31387,2022-05-22 16:00:00,DLR,Poplar,Rain,Off-Peak,5,-1,37,40,49
31388,2022-05-22 17:00:00,Tram,Elmers End,Wind,Off-Peak,25,19,29,38,49
31390,2022-05-22 18:00:00,Bus,Oxford Circus,Rain,Off-Peak,15,-3,23,36,56
31392,2022-05-22 19:00:00,No Service,Bank,Fog,Off-Peak,30,20,41,9,62
31394,2022-05-22 20:00:00,No Service,Kings Cross St Pancras,Rain,Off-Peak,15,4,33,24,54
31397,2022-05-22 21:00:00,Train,Waterloo,Fog,Off-Peak,25,18,36,10,52
31398,2022-05-22 22:00:00,Tram,South Wimbledon,Snow,Off-Peak,25,23,18,22,54
31399,2022-05-22 23:00:00,DLR,Canary Wharf,Rain,Rush Hour,5,1,1,21,47
31400,2022-05-23 00:00:00,Bus,Oxford Circus,Rain,Rush Hour,15,17,29,19,46
31401,2022-05-23 01:00:00,Tube,Baker Street,Fog,Rush Hour,40,21,21,4,55
31402,2022-05-23 02:00:00,Bus,Liverpool Street,Clear,Off-Peak,10,3,31,21,77
31403,2022-05-23 03:00:00,DLR,Canary Wharf,Fog,Off-Peak,30,-3,32,16,64
31404,2022-05-23 04:00:00,Train,Euston,Clear,Off-Peak,10,7,39,17,94
31405,2022-05-23 05:00:00,Bus,Victoria,Wind,Off-Peak,25,0,14,14,40
31406,2022-05-23 06:00:00,Train,Paddington,Clear,Off-Peak,10,32,5,29,99
31407,2022-05-23 07:00:00,DLR,Tower Gateway,Rain,Off-Peak,5,15,35,11,80
31408,2022-05-23 08:00:00,Tube,Oxford Circus,Rain,Rush Hour,5,13,43,1,68
31409,2022-05-23 09:00:00,Tube,Kings Cross St Pancras,Clear,Rush Hour,10,19,15,38,42
31410,2022-05-23 10:00:00,Tram,Wimbledon,Wind,Rush Hour,25,33,20,2,67
31411,2022-05-23 11:00:00,Tube,Green Park,Fog,Off-Peak,40,-2,33,13,62
31412,2022-05-23 12:00:00,Bus,Soho,Rain,Off-Peak,5,16,39,35,54
31413,2022-05-23 13:00:00,Bus,Oxford Circus,Rain,Off-Peak,5,-1,37,36,89
31414,2022-05-23 14:00:00,Train,Victoria,Fog,Off-Peak,25,-5,34,13,71
31415,2022-05-23 15:00:00,Tram,Beckenham Junction,Ice,Off-Peak,40,11,32,22,64
31417,2022-05-23 16:00:00,No Service,Elmers End,Ice,Off-Peak,40,3,7,14,59
31418,2022-05-23 17:00:00,No Service,Poplar,Fog,Off-Peak,20,3,11,6,47
31420,2022-05-23 18:00:00,No Service,Elmers End,Ice,Off-Peak,40,18,38,32,61
31421,2022-05-23 19:00:00,Bus,Liverpool Street,Fog,Off-Peak,25,4,48,37,64
31422,2022-05-23 20:00:00,Train,Clapham Junction,Ice,Off-Peak,40,14,44,11,76
